year,state,age,births
1997,7,25,1119
1997,7,30,732
1997,7,35,345
1997,7,40,79
1997,7,45,0
1997,8,15,187
1997,8,20,605
1997,8,25,1378
1997,8,30,1380
1997,8,35,563
1997,8,40,96
1997,8,45,6
1998,1,15,3983
1998,1,20,14028
1998,1,25,28088
1998,1,30,25672
1998,1,35,11950
1998,1,40,2115
1998,1,45,94
1998,2,15,1959
1998,2,20,7954
1998,2,25,19662
1998,2,30,20522
1998,2,35,9272
1998,2,40,1499
1998,2,45,78
1998,3,15,2924
1998,3,20,8925
1998,3,25,15720
1998,3,30,13140
1998,3,35,5663
1998,3,40,941
1998,3,45,63
1998,4,15,761
1998,4,20,2737
1998,4,25,5884
1998,4,30,5788
1998,4,35,2659
1998,4,40,513
1998,4,45,42
1998,5,15,1382
1998,5,20,4157
1998,5,25,8147
1998,5,30,7426
1998,5,35,3318
1998,5,40,547
1998,5,45,43
1998,6,15,419
1998,6,20,1171
1998,6,25,2034
1998,6,30,1639
1998,6,35,735
1998,6,40,135
1998,6,45,12
1998,7,15,455
1998,7,20,820
1998,7,25,1118
1998,7,30,791
1998,7,35,376
1998,7,40,76
1998,7,45,9
1998,8,15,145
1998,8,20,539
1998,8,25,1316
1998,8,30,1248
1998,8,35,593
1998,8,40,116
1998,8,45,4
1999,1,15,4025
1999,1,20,13723
1999,1,25,27919
1999,1,30,26208
1999,1,35,12708
1999,1,40,2315
1999,1,45,142
1999,2,15,1742
1999,2,20,7359
1999,2,25,18647
1999,2,30,20426
1999,2,35,9470
1999,2,40,1601
1999,2,45,75
1999,3,15,2864
1999,3,20,8706
1999,3,25,15247
1999,3,30,13088
1999,3,35,5775
1999,3,40,972
1999,3,45,43
1999,4,15,774
1999,4,20,2596
1999,4,25,5753
1999,4,30,5855
1999,4,35,2602
1999,4,40,537
1999,4,45,40
1999,5,15,1423
1999,5,20,4178
1999,5,25,7947
1999,5,30,7638
1999,5,35,3388
1999,5,40,547
1999,5,45,50
1999,6,15,466
1999,6,20,1183
1999,6,25,1998
1999,6,30,1671
1999,6,35,730
1999,6,40,116
1999,6,45,6
1999,7,15,482
1999,7,20,810
1999,7,25,1080
1999,7,30,792
1999,7,35,363
1999,7,40,89
1999,7,45,4
1999,8,15,144
1999,8,20,607
1999,8,25,1259
1999,8,30,1367
1999,8,35,691
1999,8,40,126
1999,8,45,1
2000,1,15,3658
2000,1,20,13104
2000,1,25,27515
2000,1,30,27059
2000,1,35,13079
2000,1,40,2415
2000,1,45,140
2000,2,15,1765
2000,2,20,7058
2000,2,25,18385
2000,2,30,20888
2000,2,35,9844
2000,2,40,1615
2000,2,45,90
2000,3,15,2916
2000,3,20,8330
2000,3,25,15416
2000,3,30,13553
2000,3,35,6084
2000,3,40,1048
2000,3,45,50
2000,4,15,774
2000,4,20,2604
2000,4,25,5448
2000,4,30,5880
2000,4,35,2805
2000,4,40,536
2000,4,45,44
2000,5,15,1430
2000,5,20,4269
2000,5,25,7814
2000,5,30,7729
2000,5,35,3490
2000,5,40,629
2000,5,45,16
2000,6,15,447
2000,6,20,1198
2000,6,25,1796
2000,6,30,1566
2000,6,35,680
2000,6,40,131
2000,6,45,7
2000,7,15,506
2000,7,20,770
2000,7,25,1056
2000,7,30,899
2000,7,35,433
2000,7,40,117
2000,7,45,7
2000,8,15,133
2000,8,20,500
2000,8,25,1292
2000,8,30,1336
2000,8,35,649
2000,8,40,128
2000,8,45,8
2001,1,15,3741
2001,1,20,12747
2001,1,25,25653
2001,1,30,26927
2001,1,35,12921
2001,1,40,2519
2001,1,45,150
2001,2,15,1877
2001,2,20,7204
2001,2,25,17049
2001,2,30,21261
2001,2,35,9820
2001,2,40,1801
2001,2,45,96
2001,3,15,2952
2001,3,20,8517
2001,3,25,14775
2001,3,30,14277
2001,3,35,6311
2001,3,40,1112
2001,3,45,62
2001,4,15,759
2001,4,20,2608
2001,4,25,5007
2001,4,30,5823
2001,4,35,2686
2001,4,40,605
2001,4,45,43
2001,5,15,1348
2001,5,20,3925
2001,5,25,7270
2001,5,30,7646
2001,5,35,3450
2001,5,40,645
2001,5,45,40
2001,6,15,547
2001,6,20,1233
2001,6,25,1936
2001,6,30,1871
2001,6,35,822
2001,6,40,181
2001,6,45,2
2001,7,15,509
2001,7,20,774
2001,7,25,1091
2001,7,30,968
2001,7,35,434
2001,7,40,116
2001,7,45,8
2001,8,15,128
2001,8,20,487
2001,8,25,1214
2001,8,30,1268
2001,8,35,642
2001,8,40,122
2001,8,45,11
2002,1,15,3685
2002,1,20,12690
2002,1,25,25172
2002,1,30,28695
2002,1,35,13510
2002,1,40,2781
2002,1,45,129
2002,2,15,1872
2002,2,20,7260
2002,2,25,16913
2002,2,30,22926
2002,2,35,10888
2002,2,40,1961
2002,2,45,105
2002,3,15,2952
2002,3,20,8263
2002,3,25,14318
2002,3,30,14873
2002,3,35,6382
2002,3,40,1221
2002,3,45,78
2002,4,15,818
2002,4,20,2587
2002,4,25,4967
2002,4,30,6053
2002,4,35,2847
2002,4,40,596
2002,4,45,48
2002,5,15,1316
2002,5,20,3803
2002,5,25,6940
2002,5,30,7715
2002,5,35,3482
2002,5,40,602
2002,5,45,29
2002,6,15,456
2002,6,20,1196
2002,6,25,1685
2002,6,30,1628
2002,6,35,735
2002,6,40,179
2002,6,45,9
2002,7,15,463
2002,7,20,826
2002,7,25,972
2002,7,30,954
2002,7,35,444
2002,7,40,121
2002,7,45,8
2002,8,15,137
2002,8,20,474
2002,8,25,1136
2002,8,30,1404
2002,8,35,638
2002,8,40,179
2002,8,45,15
2003,1,15,3335
2003,1,20,12417
2003,1,25,24464
2003,1,30,29315
2003,1,35,14016
2003,1,40,2795
2003,1,45,153
2003,2,15,1690
2003,2,20,7186
2003,2,25,16274
2003,2,30,23179
2003,2,35,10995
2003,2,40,2128
2003,2,45,85
2003,3,15,2864
2003,3,20,8349
2003,3,25,13862
2003,3,30,15510
2003,3,35,6679
2003,3,40,1291
2003,3,45,80
2003,4,15,761
2003,4,20,2543
2003,4,25,4827
2003,4,30,5995
2003,4,35,2874
2003,4,40,652
2003,4,45,48
2003,5,15,1301
2003,5,20,3776
2003,5,25,6840
2003,5,30,8112
2003,5,35,3742
2003,5,40,715
2003,5,45,48
2003,6,15,423
2003,6,20,1042
2003,6,25,1576
2003,6,30,1747
2003,6,35,735
2003,6,40,144
2003,6,45,13
2003,7,15,473
2003,7,20,827
2003,7,25,974
2003,7,30,969
2003,7,35,492
2003,7,40,114
2003,7,45,9
2003,8,15,111
2003,8,20,481
2003,8,25,1090
2003,8,30,1490
2003,8,35,680
2003,8,40,153
2003,8,45,11
2004,1,15,3324
2004,1,20,12180
2004,1,25,23754
2004,1,30,29370
2004,1,35,14288
2004,1,40,2955
2004,1,45,156
2004,2,15,1736
2004,2,20,6960
2004,2,25,16154
2004,2,30,23865
2004,2,35,11821
2004,2,40,2210
2004,2,45,139
2004,3,15,2896
2004,3,20,8592
2004,3,25,14141
2004,3,30,15856
2004,3,35,7250
2004,3,40,1450
2004,3,45,77
2004,4,15,696
2004,4,20,2445
2004,4,25,4600
2004,4,30,5990
2004,4,35,2930
2004,4,40,633
2004,4,45,63
2004,5,15,1400
2004,5,20,3974
2004,5,25,6961
2004,5,30,8498
2004,5,35,4002
2004,5,40,743
2004,5,45,44
2004,6,15,402
2004,6,20,1084
2004,6,25,1599
2004,6,30,1670
2004,6,35,810
2004,6,40,156
2004,6,45,3
2004,7,15,408
2004,7,20,774
2004,7,25,954
2004,7,30,925
2004,7,35,489
2004,7,40,105
2004,7,45,12
2004,8,15,107
2004,8,20,411
2004,8,25,1023
2004,8,30,1561
2004,8,35,865
2004,8,40,205
2004,8,45,25
2005,1,15,3012
2005,1,20,11655
2005,1,25,23347
2005,1,30,30476
2005,1,35,15322
2005,1,40,3015
2005,1,45,172
2005,2,15,1683
2005,2,20,6969
2005,2,25,16126
2005,2,30,23755
2005,2,35,12713
2005,2,40,2346
2005,2,45,141
2005,3,15,2811
2005,3,20,8851
2005,3,25,14492
2005,3,30,16468
2005,3,35,7877
2005,3,40,1514
2005,3,45,76
2005,4,15,960
2005,4,20,2786
2005,4,25,5042
2005,4,30,5851
2005,4,35,2795
2005,4,40,546
2005,4,45,38
2005,5,15,1418
2005,5,20,4008
2005,5,25,7028
2005,5,30,8699
2005,5,35,4415
2005,5,40,847
2005,5,45,33
2005,6,15,426
2005,6,20,1170
2005,6,25,1675
2005,6,30,1844
2005,6,35,874
2005,6,40,156
2005,6,45,9
2005,7,15,457
2005,7,20,829
2005,7,25,1010
2005,7,30,894
2005,7,35,473
2005,7,40,90
2005,7,45,6
2005,8,15,116
2005,8,20,465
2005,8,25,1070
2005,8,30,1548
2005,8,35,824
2005,8,40,163
2005,8,45,8
2006,1,15,2983
2006,1,20,11614
2006,1,25,23394
2006,1,30,30150
2006,1,35,16202
2006,1,40,3115
2006,1,45,166
2006,2,15,1674
2006,2,20,7107
2006,2,25,16161
2006,2,30,24227
2006,2,35,13798
2006,2,40,2514
2006,2,45,141
2006,3,15,2767
2006,3,20,8941
2006,3,25,14699
2006,3,30,16623
2006,3,35,8437
2006,3,40,1502
2006,3,45,117
2006,4,15,858
2006,4,20,2888
2006,4,25,5071
2006,4,30,5861
2006,4,35,3207
2006,4,40,539
2006,4,45,47
2006,5,15,1413
2006,5,20,4350
2006,5,25,7414
2006,5,30,8990
2006,5,35,4949
2006,5,40,883
2006,5,45,60
2006,6,15,411
2006,6,20,1205
2006,6,25,1658
2006,6,30,1750
2006,6,35,921
2006,6,40,176
2006,6,45,13
2006,7,15,480
2006,7,20,836
2006,7,25,952
2006,7,30,931
2006,7,35,482
2006,7,40,101
2006,7,45,7
2006,8,15,117
2006,8,20,481
2006,8,25,1192
2006,8,30,1640
2006,8,35,876
2006,8,40,175
2006,8,45,12
2007,1,15,2815
2007,1,20,11830
2007,1,25,23979
2007,1,30,30190
2007,1,35,17366
2007,1,40,3322
2007,1,45,194
2007,2,15,1772
2007,2,20,7919
2007,2,25,17888
2007,2,30,24976
2007,2,35,15356
2007,2,40,2789
2007,2,45,174
2007,3,15,3323
2007,3,20,10760
2007,3,25,17031
2007,3,30,18490
2007,3,35,10063
2007,3,40,1786
2007,3,45,142
2007,4,15,917
2007,4,20,3113
2007,4,25,5467
2007,4,30,6302
2007,4,35,3410
2007,4,40,631
2007,4,45,53
2007,5,15,1512
2007,5,20,4768
2007,5,25,7837
2007,5,30,9053
2007,5,35,5275
2007,5,40,964
2007,5,45,41
2007,6,15,449
2007,6,20,1330
2007,6,25,1765
2007,6,30,1790
2007,6,35,1001
2007,6,40,204
2007,6,45,16
2007,7,15,450
2007,7,20,900
2007,7,25,1043
2007,7,30,871
2007,7,35,556
2007,7,40,106
2007,7,45,12
2007,8,15,131
2007,8,20,524
2007,8,25,1318
2007,8,30,1675
2007,8,35,939
2007,8,40,185
2007,8,45,13
2008,1,15,3275
2008,1,20,12684
2008,1,25,25259
2008,1,30,30905
2008,1,35,18959
2008,1,40,3689
2008,1,45,173
2008,2,15,1892
2008,2,20,8056
2008,2,25,17754
2008,2,30,24624
2008,2,35,16043
2008,2,40,3117
2008,2,45,166
2008,3,15,3664
2008,3,20,11200
2008,3,25,17781
2008,3,30,18332
2008,3,35,10421
2008,3,40,1975
2008,3,45,133
2008,4,15,962
2008,4,20,3183
2008,4,25,5658
2008,4,30,6356
2008,4,35,3560
2008,4,40,713
2008,4,45,59
2008,5,15,1690
2008,5,20,5086
2008,5,25,8658
2008,5,30,9724
2008,5,35,5836
2008,5,40,1060
2008,5,45,53
2008,6,15,448
2008,6,20,1349
2008,6,25,1898
2008,6,30,1863
2008,6,35,1037
2008,6,40,216
2008,6,45,13
2008,7,15,416
2008,7,20,919
2008,7,25,1108
2008,7,30,961
2008,7,35,529
2008,7,40,104
2008,7,45,6
2008,8,15,107
2008,8,20,519
2008,8,25,1247
2008,8,30,1710
2008,8,35,1045
2008,8,40,214
2008,8,45,7
2009,1,15,3070
2009,1,20,12006
2009,1,25,25178
2009,1,30,30373
2009,1,35,18549
2009,1,40,3711
2009,1,45,237
2009,2,15,1788
2009,2,20,7844
2009,2,25,18752
2009,2,30,24168
2009,2,35,15474
2009,2,40,3165
2009,2,45,176
2009,3,15,4071
2009,3,20,11847
2009,3,25,18813
2009,3,30,18779
2009,3,35,10885
2009,3,40,2064
2009,3,45,144
2009,4,15,846
2009,4,20,3046
2009,4,25,5777
2009,4,30,6027
2009,4,35,3514
2009,4,40,713
2009,4,45,70
2009,5,15,1525
2009,5,20,4977
2009,5,25,8531
2009,5,30,9595
2009,5,35,5427
2009,5,40,1046
2009,5,45,66
2009,6,15,444
2009,6,20,1283
2009,6,25,1880
2009,6,30,1756
2009,6,35,1008
2009,6,40,211
2009,6,45,16
2009,7,15,403
2009,7,20,863
2009,7,25,981
2009,7,30,984
2009,7,35,541
2009,7,40,127
2009,7,45,7
2009,8,15,123
2009,8,20,516
2009,8,25,1305
2009,8,30,1732
2009,8,35,976
2009,8,40,215
2009,8,45,24
2010,1,15,3054
2010,1,20,12517
2010,1,25,25900
2010,1,30,30971
2010,1,35,19355
2010,1,40,4027
2010,1,45,224
2010,2,15,1528
2010,2,20,7515
2010,2,25,18566
2010,2,30,24398
2010,2,35,15554
2010,2,40,3256
2010,2,45,215
2010,3,15,3707
2010,3,20,11428
2010,3,25,18243
2010,3,30,18628
2010,3,35,10571
2010,3,40,2204
2010,3,45,139
2010,4,15,839
2010,4,20,3072
2010,4,25,5996
2010,4,30,6214
2010,4,35,3468
2010,4,40,694
2010,4,45,57
2010,5,15,1469
2010,5,20,4872
2010,5,25,8998
2010,5,30,9702
2010,5,35,5503
2010,5,40,1164
2010,5,45,70
2010,6,15,356
2010,6,20,1205
2010,6,25,1881
2010,6,30,1681
2010,6,35,1022
2010,6,40,214
2010,6,45,9
2010,7,15,397
2010,7,20,822
2010,7,25,1112
2010,7,30,960
2010,7,35,570
2010,7,40,122
2010,7,45,15
2010,8,15,110
2010,8,20,511
2010,8,25,1383
2010,8,30,1822
2010,8,35,1106
2010,8,40,224
2010,8,45,23
2011,1,15,3331
2011,1,20,13099
2011,1,25,27292
2011,1,30,31981
2011,1,35,19039
2011,1,40,4205
2011,1,45,263
2011,2,15,1659
2011,2,20,7718
2011,2,25,19208
2011,2,30,24681
2011,2,35,15080
2011,2,40,3385
2011,2,45,230
2011,3,15,3334
2011,3,20,10813
2011,3,25,18518
2011,3,30,18280
2011,3,35,10416
2011,3,40,2256
2011,3,45,129
2011,4,15,810
2011,4,20,2922
2011,4,25,5970
2011,4,30,6284
2011,4,35,3392
2011,4,40,774
2011,4,45,45
2011,5,15,1478
2011,5,20,4882
2011,5,25,9226
2011,5,30,10099
2011,5,35,5521
2011,5,40,1257
2011,5,45,73
2011,6,15,403
2011,6,20,1275
2011,6,25,1859
2011,6,30,1788
2011,6,35,1004
2011,6,40,251
2011,6,45,26
2011,7,15,358
2011,7,20,872
2011,7,25,1130
2011,7,30,1005
2011,7,35,549
2011,7,40,148
2011,7,45,7
2011,8,15,121
2011,8,20,507
2011,8,25,1353
2011,8,30,1873
2011,8,35,1052
2011,8,40,243
2011,8,45,15
2012,1,15,3321
2012,1,20,13048
2012,1,25,26835
2012,1,30,32426
2012,1,35,18695
2012,1,40,4581
2012,1,45,403
2012,2,15,1928
2012,2,20,8567
2012,2,25,20672
2012,2,30,27006
2012,2,35,15837
2012,2,40,3621
2012,2,45,266
2012,3,15,3391
2012,3,20,10871
2012,3,25,18504
2012,3,30,19080
2012,3,35,10165
2012,3,40,2338
2012,3,45,192
2012,4,15,854.0000001
2012,4,20,2979
2012,4,25,6086.999999
2012,4,30,6445
2012,4,35,3423
2012,4,40,823
2012,4,45,69
2012,5,15,1446
2012,5,20,5035
2012,5,25,9577
2012,5,30,10750
2012,5,35,5641
2012,5,40,1325
2012,5,45,109
2012,6,15,388
2012,6,20,1073
2012,6,25,1760
2012,6,30,1673
2012,6,35,940
2012,6,40,256
2012,6,45,17
2012,7,15,400
2012,7,20,865
2012,7,25,1134
2012,7,30,1085
2012,7,35,530
2012,7,40,151
2012,7,45,2
2012,8,15,107
2012,8,20,519
2012,8,25,1475
2012,8,30,2027
2012,8,35,1065
2012,8,40,257
2012,8,45,16
2013,1,15,3094
2013,1,20,12874
2013,1,25,27064
2013,1,30,33990
2013,1,35,18895
2013,1,40,4721
2013,1,45,360
2013,2,15,1701
2013,2,20,7879
2013,2,25,19480
2013,2,30,26332
2013,2,35,15167
2013,2,40,3656
2013,2,45,282
2013,3,15,3082
2013,3,20,10785
2013,3,25,18274
2013,3,30,19288
2013,3,35,10017
2013,3,40,2425
2013,3,45,156
2013,4,15,728
2013,4,20,2936
2013,4,25,5914
2013,4,30,6600
2013,4,35,3248
2013,4,40,843
2013,4,45,44
2013,5,15,1320
2013,5,20,4988
2013,5,25,9782
2013,5,30,11314
2013,5,35,5694
2013,5,40,1397
2013,5,45,94
2013,6,15,356
2013,6,20,1129
2013,6,25,1819
2013,6,30,1742
2013,6,35,891
2013,6,40,253
2013,6,45,14
2013,7,15,320
2013,7,20,789
2013,7,25,1185
2013,7,30,1108
2013,7,35,533
2013,7,40,158
2013,7,45,11
2013,8,15,101
2013,8,20,483
2013,8,25,1497
2013,8,30,2088
2013,8,35,1117
2013,8,40,254
2013,8,45,11
2014,1,15,2510
2014,1,20,10805
2014,1,25,24454
2014,1,30,31571
2014,1,35,17231
2014,1,40,4263
2014,1,45,383
2014,2,15,1519
2014,2,20,7862
2014,2,25,19630
2014,2,30,26990
2014,2,35,14988
2014,2,40,3450
2014,2,45,292
2014,3,15,2786
2014,3,20,10260
2014,3,25,18286
2014,3,30,19844
2014,3,35,9940
2014,3,40,2387
2014,3,45,206
2014,4,15,687
2014,4,20,2776
2014,4,25,5839
2014,4,30,6985
2014,4,35,3482
2014,4,40,807
2014,4,45,64
2014,5,15,1165
2014,5,20,4840
2014,5,25,10029
2014,5,30,11827
2014,5,35,6092
2014,5,40,1366
2014,5,45,123
2014,6,15,314
2014,6,20,1086
2014,6,25,1774
2014,6,30,1792
2014,6,35,850
2014,6,40,235
2014,6,45,12
2014,7,15,337
2014,7,20,801
2014,7,25,1147
2014,7,30,1082
2014,7,35,536
2014,7,40,132
2014,7,45,7
2014,8,15,98
2014,8,20,447
2014,8,25,1522
2014,8,30,2159
2014,8,35,1060
2014,8,40,263
2014,8,45,27
2015,1,15,2645
2015,1,20,11981
2015,1,25,26478
2015,1,30,34799
2015,1,35,18535
2015,1,40,4621
2015,1,45,433
2015,2,15,1264
2015,2,20,7383
2015,2,25,19169
2015,2,30,27470
2015,2,35,15025
2015,2,40,3408
2015,2,45,360
2015,3,15,2536
2015,3,20,10026
2015,3,25,17562
2015,3,30,19882
2015,3,35,9757
2015,3,40,2294
2015,3,45,252
2015,4,15,589
2015,4,20,2625
2015,4,25,5600
2015,4,30,6939
2015,4,35,3294
2015,4,40,716
2015,4,45,61
2015,5,15,1105
2015,5,20,4613
2015,5,25,9942
2015,5,30,12159
2015,5,35,5972
2015,5,40,1287
2015,5,45,139
2015,6,15,262
2015,6,20,1046
2015,6,25,1623
2015,6,30,1813
2015,6,35,871
2015,6,40,193
2015,6,45,23
2015,7,15,280
2015,7,20,794
2015,7,25,1076
2015,7,30,1186
2015,7,35,580
2015,7,40,142
2015,7,45,9
2015,8,15,79
2015,8,20,487
2015,8,25,1448
2015,8,30,2182
2015,8,35,1080
2015,8,40,237
2015,8,45,36
2016,1,15,2300
2016,1,20,10771
2016,1,25,25071
2016,1,30,34451
2016,1,35,18445
2016,1,40,4331
2016,1,45,503
2016,2,15,1259
2016,2,20,7941
2016,2,25,21172
2016,2,30,31433
2016,2,35,17236
2016,2,40,3909
2016,2,45,396
2016,3,15,2196
2016,3,20,9676
2016,3,25,17510
2016,3,30,20470
2016,3,35,10056
2016,3,40,2356
2016,3,45,207
2016,4,15,525
2016,4,20,2449
2016,4,25,5638
2016,4,30,7046
2016,4,35,3512
2016,4,40,742
2016,4,45,88
2016,5,15,992
2016,5,20,4337
2016,5,25,9775
2016,5,30,12595
2016,5,35,6300
2016,5,40,1318
2016,5,45,121
2016,6,15,250
2016,6,20,1067
2016,6,25,1695
2016,6,30,1892
2016,6,35,961
2016,6,40,227
2016,6,45,25
2016,7,15,226
2016,7,20,723
2016,7,25,1139
2016,7,30,1151
2016,7,35,569
2016,7,40,153
2016,7,45,13
2016,8,15,64
2016,8,20,416
2016,8,25,1293
2016,8,30,2078
2016,8,35,1079
2016,8,40,215
2016,8,45,23
